,,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,rank,rank,rank,rank,uri,uri,uri,uri,artist_names,artist_names,artist_names,artist_names,source,source,source,source,peak_rank,peak_rank,peak_rank,peak_rank,previous_rank,previous_rank,previous_rank,previous_rank,weeks_on_chart,weeks_on_chart,weeks_on_chart,weeks_on_chart,streams,streams,streams,streams,End Date,End Date,End Date,End Date,Week,Week,Week,Week,Year,Year,Year,Year,End Date Dt,End Date Dt,End Date Dt,End Date Dt,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,End Date Aggregated,End Date Aggregated,End Date Aggregated,End Date Aggregated,ArtistCount,ArtistCount,ArtistCount,ArtistCount,isTopTen,isTopTen,isTopTen,isTopTen,Artist and Track,Artist and Track,Artist and Track,Artist and Track,rank difference,rank difference,rank difference,rank difference,Position over Time,Position over Time,Position over Time,Position over Time,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup
,,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique
main_artist,track_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariana Grande,my hair,0,0,1,1,422,422,1,1,143,143,1,1,spotify:track:6u7gmPOz7pzzaeR9xSBpsR,spotify:track:6u7gmPOz7pzzaeR9xSBpsR,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,143,143,1,1,-1,-1,1,1,1,1,1,1,18192,18192,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; my hair,Ariana Grande; my hair,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,nasty,0,0,1,1,420,420,1,1,114,114,1,1,spotify:track:0sci7ppTZFm4mjcH3nu8yO,spotify:track:0sci7ppTZFm4mjcH3nu8yO,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,114,114,1,1,-1,-1,1,1,1,1,1,1,19964,19964,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; nasty,Ariana Grande; nasty,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,needy,0,3,4,4,145,182,4,4,25,200,4,4,spotify:track:1TEL6MlSSVLSdhOSddidlJ,spotify:track:1TEL6MlSSVLSdhOSddidlJ,4,1,Ariana Grande,Ariana Grande,4,1,Republic Records,Republic Records,4,1,25,25,4,1,-1,101,4,4,1,4,4,4,7197,22138,4,4,2019-02-14,2019-03-07,4,4,7,10,4,4,2019,2019,4,1,2019-02-14,2019-03-07,4,4,1550102400.0,1551916800.0,4,4,2019-02-01,2019-03-01,4,2,1,1,4,1,0,0,4,1,Ariana Grande; needy,Ariana Grande; needy,4,1,0,99,4,4,0,100,4,2,False,False,4,1,False,False,4,1
Ariana Grande,no tears left to cry,0,61,62,62,0,251,62,62,12,194,62,47,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,spotify:track:5SxkdsY1ufZzoq9iXceLw9,62,2,Ariana Grande,Ariana Grande,62,1,Republic Records,Republic Records,62,1,12,12,62,1,-1,187,62,47,1,62,62,62,7217,16760,62,61,2018-04-26,2019-06-27,62,62,1,52,62,52,2018,2019,62,2,2018-04-26,2019-06-27,62,62,1524700800.0,1561593600.0,62,62,2018-04-01,2019-06-01,62,15,1,1,62,1,0,0,62,1,Ariana Grande; no tears left to cry,Ariana Grande; no tears left to cry,62,1,-38,36,62,32,0,100,62,4,False,False,62,1,False,False,62,1
Ariana Grande,obvious,0,0,1,1,423,423,1,1,190,190,1,1,spotify:track:0q85C1JiECyYIQthz1posA,spotify:track:0q85C1JiECyYIQthz1posA,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,190,190,1,1,-1,-1,1,1,1,1,1,1,15983,15983,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; obvious,Ariana Grande; obvious,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,off the table (with The Weeknd),0,1,2,2,414,430,2,2,52,198,2,2,spotify:track:7E1jVNoWuemqUryI4FxsVD,spotify:track:7E1jVNoWuemqUryI4FxsVD,2,1,"Ariana Grande, The Weeknd","Ariana Grande, The Weeknd",2,1,Republic Records,Republic Records,2,1,52,52,2,1,-1,52,2,2,1,2,2,2,15833,27889,2,2,2020-11-05,2020-11-12,2,2,45,46,2,2,2020,2020,2,1,2020-11-05,2020-11-12,2,2,1604534400.0,1605139200.0,2,2,2020-11-01,2020-11-01,2,1,1,1,2,1,0,0,2,1,"Ariana Grande, The Weeknd; off the table (with The Weeknd)","Ariana Grande, The Weeknd; off the table (with The Weeknd)",2,1,0,146,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Ariana Grande,pete davidson,0,0,1,1,32,32,1,1,113,113,1,1,spotify:track:0XOnMqLQDO89iAg7dWWwnG,spotify:track:0XOnMqLQDO89iAg7dWWwnG,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,113,113,1,1,-1,-1,1,1,1,1,1,1,5426,5426,1,1,2018-08-23,2018-08-23,1,1,34,34,1,1,2018,2018,1,1,2018-08-23,2018-08-23,1,1,1534982400.0,1534982400.0,1,1,2018-08-01,2018-08-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; pete davidson,Ariana Grande; pete davidson,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,positions,0,45,46,46,409,531,46,46,2,197,46,39,spotify:track:35mvY5S1H3J2QZyna3TFe0,spotify:track:7igeByaBM0MgGsgXtNxDJ7,46,2,Ariana Grande,Ariana Grande,46,1,Republic Records,Republic Records,46,1,2,3,46,2,-1,197,46,38,1,46,46,46,19007,83643,46,46,2020-10-29,2021-10-07,46,46,1,53,46,46,2020,2021,46,2,2020-10-29,2021-10-07,46,46,1603929600.0,1633564800.0,46,46,2020-10-01,2021-10-01,46,13,1,1,46,1,1,1,46,1,Ariana Grande; positions,Ariana Grande; positions,46,1,-93,45,46,24,0,100,46,4,False,False,46,1,False,False,46,1
Ariana Grande,pov,0,15,16,16,415,488,16,16,24,192,16,14,spotify:track:3UoULw70kMsiVXxW0L3A33,spotify:track:3UoULw70kMsiVXxW0L3A33,16,1,Ariana Grande,Ariana Grande,16,1,Republic Records,Republic Records,16,1,24,62,16,3,-1,184,16,14,1,16,16,16,17188,43002,16,16,2020-11-05,2021-02-18,16,16,1,53,16,16,2020,2021,16,2,2020-11-05,2021-02-18,16,16,1604534400.0,1613606400.0,16,16,2020-11-01,2021-02-01,16,4,1,1,16,1,0,0,16,1,Ariana Grande; pov,Ariana Grande; pov,16,1,-32,55,16,12,0,100,16,4,False,False,16,1,False,False,16,1
Ariana Grande,raindrops (an angel cried),0,0,1,1,29,29,1,1,93,93,1,1,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,93,93,1,1,-1,-1,1,1,1,1,1,1,5979,5979,1,1,2018-08-23,2018-08-23,1,1,34,34,1,1,2018,2018,1,1,2018-08-23,2018-08-23,1,1,1534982400.0,1534982400.0,1,1,2018-08-01,2018-08-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; raindrops (an angel cried),Ariana Grande; raindrops (an angel cried),1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,safety net (feat. Ty Dolla $ign),0,0,1,1,418,418,1,1,98,98,1,1,spotify:track:14gkWVFMwdxBMyqBw1wmIg,spotify:track:14gkWVFMwdxBMyqBw1wmIg,1,1,"Ariana Grande, Ty Dolla $ign","Ariana Grande, Ty Dolla $ign",1,1,Republic Records,Republic Records,1,1,98,98,1,1,-1,-1,1,1,1,1,1,1,22021,22021,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,2,2,1,1,0,0,1,1,"Ariana Grande, Ty Dolla $ign; safety net (feat. Ty Dolla $ign)","Ariana Grande, Ty Dolla $ign; safety net (feat. Ty Dolla $ign)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,shut up,0,0,1,1,419,419,1,1,100,100,1,1,spotify:track:3ko9jEHNt4O5fjKN65ULJp,spotify:track:3ko9jEHNt4O5fjKN65ULJp,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,100,100,1,1,-1,-1,1,1,1,1,1,1,21953,21953,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; shut up,Ariana Grande; shut up,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,six thirty,0,0,1,1,421,421,1,1,137,137,1,1,spotify:track:2IKJtXeR5UsaUjZB46fTOK,spotify:track:2IKJtXeR5UsaUjZB46fTOK,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,137,137,1,1,-1,-1,1,1,1,1,1,1,18415,18415,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; six thirty,Ariana Grande; six thirty,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,successful,0,0,1,1,33,33,1,1,129,129,1,1,spotify:track:5YeHLHDdQ4nKHk81XFWhCU,spotify:track:5YeHLHDdQ4nKHk81XFWhCU,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,129,129,1,1,-1,-1,1,1,1,1,1,1,4921,4921,1,1,2018-08-23,2018-08-23,1,1,34,34,1,1,2018,2018,1,1,2018-08-23,2018-08-23,1,1,1534982400.0,1534982400.0,1,1,2018-08-01,2018-08-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; successful,Ariana Grande; successful,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,supernatural,0,0,1,1,551,551,1,1,85,85,1,1,spotify:track:142PiXzA84lmEw2RstFHFa,spotify:track:142PiXzA84lmEw2RstFHFa,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,85,85,1,1,-1,-1,1,1,1,1,1,1,95174,95174,1,1,2024-03-14,2024-03-14,1,1,11,11,1,1,2024,2024,1,1,2024-03-14,2024-03-14,1,1,1710374400.0,1710374400.0,1,1,2024-03-01,2024-03-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; supernatural,Ariana Grande; supernatural,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,sweetener,0,1,2,2,28,41,2,2,55,127,2,2,spotify:track:70khXICDeTTxgYtw3EysKH,spotify:track:70khXICDeTTxgYtw3EysKH,2,1,Ariana Grande,Ariana Grande,2,1,Republic Records,Republic Records,2,1,55,55,2,1,-1,55,2,2,1,2,2,2,4809,8316,2,2,2018-08-23,2018-08-30,2,2,34,35,2,2,2018,2018,2,1,2018-08-23,2018-08-30,2,2,1534982400.0,1535587200.0,2,2,2018-08-01,2018-08-01,2,1,1,1,2,1,0,0,2,1,Ariana Grande; sweetener,Ariana Grande; sweetener,2,1,0,72,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Ariana Grande,test drive,0,0,1,1,491,491,1,1,97,97,1,1,spotify:track:3eZYOQO4UzKrUDYDghtnFw,spotify:track:3eZYOQO4UzKrUDYDghtnFw,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,97,97,1,1,-1,-1,1,1,1,1,1,1,24627,24627,1,1,2021-02-25,2021-02-25,1,1,8,8,1,1,2021,2021,1,1,2021-02-25,2021-02-25,1,1,1614211200.0,1614211200.0,1,1,2021-02-01,2021-02-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; test drive,Ariana Grande; test drive,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,"thank u, next",0,61,62,62,70,351,62,62,1,197,62,49,spotify:track:2rPE9A1vEgShuZxxzR2tZH,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,62,2,Ariana Grande,Ariana Grande,62,1,Republic Records,Republic Records,62,1,1,1,62,1,-1,181,62,49,1,62,62,62,9839,48616,62,62,2018-11-08,2020-01-16,62,62,1,52,62,52,2018,2020,62,3,2018-11-08,2020-01-16,62,62,1541635200.0,1579132800.0,62,62,2018-11-01,2020-01-01,62,15,1,1,62,1,1,1,62,1,"Ariana Grande; thank u, next","Ariana Grande; thank u, next",62,1,-29,47,62,26,0,100,62,4,False,False,62,1,False,False,62,1
Ariana Grande,the boy is mine,0,1,2,2,547,558,2,2,61,114,2,2,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,2,1,Ariana Grande,Ariana Grande,2,1,Republic Records,Republic Records,2,1,61,61,2,1,-1,61,2,2,1,2,2,2,82573,113732,2,2,2024-03-14,2024-03-21,2,2,11,12,2,2,2024,2024,2,1,2024-03-14,2024-03-21,2,2,1710374400.0,1710979200.0,2,2,2024-03-01,2024-03-01,2,1,1,1,2,1,0,0,2,1,Ariana Grande; the boy is mine,Ariana Grande; the boy is mine,2,1,0,53,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Ariana Grande,the light is coming (feat. Nicki Minaj),0,1,2,2,10,31,2,2,102,144,2,2,spotify:track:0sdbFOyfgAhAhWq8DpzkaW,spotify:track:5iZ4hcpCgFVijq5OOjBTKZ,2,2,"Ariana Grande, Nicki Minaj","Ariana Grande, Nicki Minaj",2,1,Republic Records,Republic Records,2,1,102,144,2,2,-1,-1,2,1,1,2,2,2,3856,5531,2,2,2018-06-28,2018-08-23,2,2,26,34,2,2,2018,2018,2,1,2018-06-28,2018-08-23,2,2,1530144000.0,1534982400.0,2,2,2018-06-01,2018-08-01,2,2,2,2,2,1,0,0,2,1,"Ariana Grande, Nicki Minaj; the light is coming (feat. Nicki Minaj)","Ariana Grande, Nicki Minaj; the light is coming (feat. Nicki Minaj)",2,1,-42,0,2,2,0,75,2,2,False,False,2,1,False,False,2,1
Ariana Grande,true story,0,0,1,1,554,554,1,1,100,100,1,1,spotify:track:14kyXBpg91RVq8bNRDS1q2,spotify:track:14kyXBpg91RVq8bNRDS1q2,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,100,100,1,1,-1,-1,1,1,1,1,1,1,89371,89371,1,1,2024-03-14,2024-03-14,1,1,11,11,1,1,2024,2024,1,1,2024-03-14,2024-03-14,1,1,1710374400.0,1710374400.0,1,1,2024-03-01,2024-03-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; true story,Ariana Grande; true story,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,we can't be friends (wait for your love),0,14,15,15,546,573,15,15,16,125,15,15,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,15,1,Ariana Grande,Ariana Grande,15,1,Republic Records,Republic Records,15,1,16,16,15,1,-1,106,15,15,1,15,15,15,97965,208501,15,15,2024-03-14,2024-06-20,15,15,11,25,15,15,2024,2024,15,1,2024-03-14,2024-06-20,15,15,1710374400.0,1718841600.0,15,15,2024-03-01,2024-06-01,15,4,1,1,15,1,0,0,15,1,Ariana Grande; we can't be friends (wait for your love),Ariana Grande; we can't be friends (wait for your love),15,1,-6,44,15,14,0,100,15,3,False,False,15,1,False,False,15,1
Ariana Grande,west side,0,0,1,1,424,424,1,1,199,199,1,1,spotify:track:1whfVLMKWqAX3uk97VXsNN,spotify:track:1whfVLMKWqAX3uk97VXsNN,1,1,Ariana Grande,Ariana Grande,1,1,Republic Records,Republic Records,1,1,199,199,1,1,-1,-1,1,1,1,1,1,1,15571,15571,1,1,2020-11-05,2020-11-05,1,1,45,45,1,1,2020,2020,1,1,2020-11-05,2020-11-05,1,1,1604534400.0,1604534400.0,1,1,2020-11-01,2020-11-01,1,1,1,1,1,1,0,0,1,1,Ariana Grande; west side,Ariana Grande; west side,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Ariana Grande,"yes, and?",0,7,8,8,540,559,8,8,20,164,8,8,spotify:track:5D34wRmbFS29AjtTOP2QJe,spotify:track:7gaA3wERFkFkgivjwbSvkG,8,2,Ariana Grande,Ariana Grande,8,1,Republic Records,Republic Records,8,1,20,20,8,1,-1,146,8,7,1,8,8,8,69637,166939,8,8,2024-01-18,2024-03-21,8,8,3,12,8,8,2024,2024,8,1,2024-01-18,2024-03-21,8,8,1705536000.0,1710979200.0,8,8,2024-01-01,2024-03-01,8,3,1,1,8,1,0,0,8,1,"Ariana Grande; yes, and?","Ariana Grande; yes, and?",8,1,-102,81,8,7,0,100,8,3,False,False,8,1,False,False,8,1
Arizona Zervas,FML,0,3,4,4,11,17,4,4,163,185,4,4,spotify:track:6lruHh1jF7ezgbLv72xYmf,spotify:track:6lruHh1jF7ezgbLv72xYmf,4,1,Arizona Zervas,Arizona Zervas,4,1,Arizona Zervas,Arizona Zervas,4,1,163,165,4,2,-1,185,4,4,1,4,4,4,12109,12957,4,4,2020-01-16,2020-02-06,4,4,3,6,4,4,2020,2020,4,1,2020-01-16,2020-02-06,4,4,1579132800.0,1580947200.0,4,4,2020-01-01,2020-02-01,4,2,1,1,4,1,0,0,4,1,Arizona Zervas; FML,Arizona Zervas; FML,4,1,-14,20,4,4,0,100,4,3,False,False,4,1,False,False,4,1
Arizona Zervas,ROXANNE,0,67,68,68,0,71,68,68,3,197,68,50,spotify:track:1ZPWWSwCkxKfqdp4H0RFCo,spotify:track:696DnlkuDOXcMAnKlTgXXK,68,2,Arizona Zervas,Arizona Zervas,68,1,Arizona Zervas,Arizona Zervas,68,1,3,31,68,3,-1,181,68,50,1,68,68,68,16979,60499,68,68,2019-11-07,2021-02-18,68,68,1,53,68,53,2019,2021,68,3,2019-11-07,2021-02-18,68,68,1573084800.0,1613606400.0,68,68,2019-11-01,2021-02-01,68,16,1,1,68,1,1,1,68,1,Arizona Zervas; ROXANNE,Arizona Zervas; ROXANNE,68,1,-38,31,68,31,0,100,68,4,False,False,68,1,False,False,68,1
Armani White,BILLIE EILISH.,0,19,20,20,0,19,20,20,75,198,20,19,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,spotify:track:7GKd7FI7IcSoVNQIwYxAQI,20,2,Armani White,Armani White,20,1,Armani White,"Legendbound, LLC / Def Jam Recordings",20,2,75,166,20,9,-1,184,20,16,1,20,20,20,27018,47449,20,20,2022-06-02,2022-12-01,20,20,22,48,20,20,2022,2022,20,1,2022-06-02,2022-12-01,20,20,1654128000.0,1669852800.0,20,20,2022-06-01,2022-12-01,20,7,1,1,20,1,0,0,20,1,Armani White; BILLIE EILISH.,Armani White; BILLIE EILISH.,20,1,-58,58,20,18,0,100,20,3,False,False,20,1,False,False,20,1
Artemas,i like the way you kiss me,0,12,13,13,0,16,13,13,5,31,13,12,spotify:track:2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,13,1,Artemas,Artemas,13,1,Artemas,Artemas,13,1,5,30,13,4,-1,30,13,12,1,13,13,13,186833,303884,13,13,2024-03-28,2024-06-20,13,13,13,25,13,13,2024,2024,13,1,2024-03-28,2024-06-20,13,13,1711584000.0,1718841600.0,13,13,2024-03-01,2024-06-01,13,4,1,1,13,1,1,1,13,1,Artemas; i like the way you kiss me,Artemas; i like the way you kiss me,13,1,-20,7,13,10,0,100,13,4,False,False,13,1,False,False,13,1
Artemas,if u think i'm pretty,0,3,4,4,2,8,4,4,151,190,4,4,spotify:track:1ACA277B6f46DYCgZW8di3,spotify:track:1ACA277B6f46DYCgZW8di3,4,1,Artemas,Artemas,4,1,Artemas,Artemas,4,1,151,190,4,2,-1,190,4,4,1,4,4,4,67042,77594,4,4,2024-04-04,2024-04-25,4,4,14,17,4,4,2024,2024,4,1,2024-04-04,2024-04-25,4,4,1712188800.0,1714003200.0,4,4,2024-04-01,2024-04-01,4,1,1,1,4,1,0,0,4,1,Artemas; if u think i'm pretty,Artemas; if u think i'm pretty,4,1,-39,19,4,4,0,100,4,3,False,False,4,1,False,False,4,1
Ava Max,Kings & Queens,0,23,24,24,118,164,24,24,62,176,24,22,spotify:track:1InCpEliLCkWHOBdXW7XSx,spotify:track:76nqCfJOcFFWBJN32PAksn,24,2,Ava Max,Ava Max,24,1,Atlantic Records,Atlantic Records,24,1,62,123,24,7,-1,176,24,22,1,24,24,24,15284,24494,24,24,2020-06-04,2020-11-12,24,24,23,46,24,24,2020,2020,24,1,2020-06-04,2020-11-12,24,24,1591228800.0,1605139200.0,24,24,2020-06-01,2020-11-01,24,6,1,1,24,1,0,0,24,1,Ava Max; Kings & Queens,Ava Max; Kings & Queens,24,1,-33,40,24,20,0,100,24,3,False,False,24,1,False,False,24,1
Ava Max,My Head & My Heart,0,12,13,13,169,181,13,13,119,177,13,11,spotify:track:1KixkQVDUHggZMU9dUobgm,spotify:track:1KixkQVDUHggZMU9dUobgm,13,1,Ava Max,Ava Max,13,1,Atlantic Records,Atlantic Records,13,1,119,177,13,6,-1,177,13,12,1,13,13,13,17793,23164,13,13,2021-02-25,2021-05-20,13,13,8,20,13,13,2021,2021,13,1,2021-02-25,2021-05-20,13,13,1614211200.0,1621468800.0,13,13,2021-02-01,2021-05-01,13,4,1,1,13,1,0,0,13,1,Ava Max; My Head & My Heart,Ava Max; My Head & My Heart,13,1,-28,29,13,13,0,100,13,3,False,False,13,1,False,False,13,1
Ava Max,Salt,0,2,3,3,111,115,3,3,159,169,3,3,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,3,1,Ava Max,Ava Max,3,1,Atlantic Records,Atlantic Records,3,1,159,168,3,2,-1,169,3,3,1,3,3,3,12822,13224,3,3,2020-05-07,2020-05-21,3,3,19,21,3,3,2020,2020,3,1,2020-05-07,2020-05-21,3,3,1588809600.0,1590019200.0,3,3,2020-05-01,2020-05-01,3,1,1,1,3,1,0,0,3,1,Ava Max; Salt,Ava Max; Salt,3,1,-10,1,3,3,0,100,3,3,False,False,3,1,False,False,3,1
Ava Max,So Am I,0,27,28,28,24,78,28,28,61,199,28,26,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,28,1,Ava Max,Ava Max,28,1,Atlantic Records,Atlantic Records,28,1,61,135,28,6,-1,199,28,26,1,28,28,28,8020,12572,28,28,2019-03-21,2019-09-26,28,28,12,39,28,28,2019,2019,28,1,2019-03-21,2019-09-26,28,28,1553126400.0,1569456000.0,28,28,2019-03-01,2019-09-01,28,7,1,1,28,1,0,0,28,1,Ava Max; So Am I,Ava Max; So Am I,28,1,-40,36,28,24,0,100,28,3,False,False,28,1,False,False,28,1
Ava Max,Sweet but Psycho,0,113,114,114,0,168,114,114,8,197,114,78,spotify:track:25sgk305KZfyuqVBQIahim,spotify:track:7DnAm9FOTWE3cUvso43HhI,114,3,Ava Max,Ava Max,114,1,Atlantic Records,Atlantic Records,114,1,8,166,114,11,-1,177,114,77,1,114,114,114,5557,33962,114,113,2018-10-11,2021-01-07,114,114,1,52,114,52,2018,2021,114,4,2018-10-11,2021-01-07,114,114,1539216000.0,1609977600.0,114,114,2018-10-01,2021-01-01,114,28,1,1,114,1,1,1,114,1,Ava Max; Sweet but Psycho,Ava Max; Sweet but Psycho,114,1,-55,37,114,45,0,100,114,4,False,False,114,1,False,False,114,1
Avicii,Heaven,0,9,10,10,124,142,10,10,13,182,10,10,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,10,1,Avicii,Avicii,10,1,Universal Music AB,Universal Music AB,10,1,13,13,10,1,-1,173,10,10,1,10,10,10,8112,27340,10,10,2019-06-13,2019-08-15,10,10,24,33,10,10,2019,2019,10,1,2019-06-13,2019-08-15,10,10,1560384000.0,1565827200.0,10,10,2019-06-01,2019-08-01,10,3,1,1,10,1,0,0,10,1,Avicii; Heaven,Avicii; Heaven,10,1,-14,48,10,10,0,100,10,3,False,False,10,1,False,False,10,1
Avicii,Hey Brother,0,1,2,2,11,20,2,2,66,177,2,2,spotify:track:3zKST4nk4QJE77oLjUZ0Ng,spotify:track:3zKST4nk4QJE77oLjUZ0Ng,2,1,Avicii,Avicii,2,1,Universal Music AB,Universal Music AB,2,1,66,66,2,1,-1,66,2,2,1,2,2,2,2811,5878,2,2,2018-04-26,2018-05-03,2,2,17,18,2,2,2018,2018,2,1,2018-04-26,2018-05-03,2,2,1524700800.0,1525305600.0,2,2,2018-04-01,2018-05-01,2,2,1,1,2,1,0,0,2,1,Avicii; Hey Brother,Avicii; Hey Brother,2,1,0,111,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,0,0,1,1,14,14,1,1,170,170,1,1,spotify:track:2bNrvWD9d5Zn9tS8XvcaMk,spotify:track:2bNrvWD9d5Zn9tS8XvcaMk,1,1,"Avicii, Nicky Romero","Avicii, Nicky Romero",1,1,Universal Music AB,Universal Music AB,1,1,170,170,1,1,-1,-1,1,1,1,1,1,1,2875,2875,1,1,2018-04-26,2018-04-26,1,1,17,17,1,1,2018,2018,1,1,2018-04-26,2018-04-26,1,1,1524700800.0,1524700800.0,1,1,2018-04-01,2018-04-01,1,1,1,1,1,1,0,0,1,1,"Avicii, Nicky Romero; I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","Avicii, Nicky Romero; I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
